CMDLINE /usr/local/bin/python3 diffusion.py
FUNC __main__.evolve 109.6094 1737501801.5309 109.6094 1737501801.5961 1
FUNC __main__.evolve 109.6094 1737501801.5979 109.6094 1737501801.6629 1
FUNC __main__.evolve 109.6094 1737501801.6647 109.6094 1737501801.7300 1
FUNC __main__.evolve 109.6094 1737501801.7318 109.6094 1737501801.7970 1
FUNC __main__.evolve 109.6094 1737501801.7988 109.6094 1737501801.8639 1
FUNC __main__.evolve 109.6094 1737501801.8658 109.6094 1737501801.9310 1
FUNC __main__.evolve 109.6094 1737501801.9329 109.6094 1737501801.9980 1
FUNC __main__.evolve 109.6094 1737501801.9997 109.6094 1737501802.0651 1
FUNC __main__.evolve 109.6094 1737501802.0669 109.6094 1737501802.1323 1
FUNC __main__.evolve 109.6094 1737501802.1341 109.6094 1737501802.1994 1
FUNC __main__.evolve 109.6094 1737501802.2012 109.6094 1737501802.2663 1
FUNC __main__.evolve 109.6094 1737501802.2682 109.6094 1737501802.3334 1
FUNC __main__.evolve 109.6094 1737501802.3353 109.6094 1737501802.4009 1
FUNC __main__.evolve 109.6094 1737501802.4028 109.6094 1737501802.4680 1
FUNC __main__.evolve 109.6094 1737501802.4698 109.6094 1737501802.5348 1
FUNC __main__.evolve 109.6094 1737501802.5367 109.6094 1737501802.6016 1
FUNC __main__.evolve 109.6094 1737501802.6035 109.6094 1737501802.6687 1
FUNC __main__.evolve 109.6094 1737501802.6705 109.6094 1737501802.7356 1
FUNC __main__.evolve 109.6094 1737501802.7374 109.6094 1737501802.8022 1
FUNC __main__.run_experiment 48.2812 1737501782.5626 109.6094 1737501802.8059 0
MEM 103.468750 1737501798.4563
MEM 103.468750 1737501798.5610
MEM 103.468750 1737501798.6660
MEM 103.468750 1737501798.7711
MEM 103.468750 1737501798.8748
MEM 103.468750 1737501798.9799
MEM 103.468750 1737501799.0850
MEM 103.468750 1737501799.1900
MEM 103.468750 1737501799.2951
MEM 103.468750 1737501799.4002
MEM 103.468750 1737501799.5053
MEM 103.468750 1737501799.6104
MEM 103.468750 1737501799.7155
MEM 103.484375 1737501799.8205
MEM 103.484375 1737501799.9256
MEM 103.484375 1737501800.0307
MEM 103.484375 1737501800.1357
MEM 103.484375 1737501800.2408
MEM 103.484375 1737501800.3435
MEM 106.453125 1737501800.4486
MEM 109.609375 1737501800.5536
MEM 109.609375 1737501800.6587
MEM 109.609375 1737501800.7637
MEM 109.609375 1737501800.8688
MEM 109.609375 1737501800.9739
MEM 109.609375 1737501801.0789
MEM 109.609375 1737501801.1840
MEM 109.609375 1737501801.2891
MEM 109.609375 1737501801.3942
MEM 109.609375 1737501801.4993
MEM 109.609375 1737501801.6043
MEM 109.609375 1737501801.7094
MEM 109.609375 1737501801.8144
MEM 109.609375 1737501801.9195
MEM 109.609375 1737501802.0210
MEM 109.609375 1737501802.1261
MEM 109.609375 1737501802.2311
MEM 109.609375 1737501802.3362
MEM 109.609375 1737501802.4412
MEM 109.609375 1737501802.5463
MEM 109.609375 1737501802.6513
MEM 109.609375 1737501802.7563
